Women autonomy,Employment,Household wealth,Education,Region of residence,Household structure,Religion,Age,Place of residence,Marital status,Number of children living,Survey_Weight,PSU_Cluster,Survey_Strata
Yes,yes,poorer,secondary,kwango,Monogamous,protestant,40-44,rural,married,5+,0.926124,571,2
No,yes,poorer,secondary,kwango,Monogamous,protestant,20-24,rural,married,1-2,0.926124,571,2
Yes,no,poorest,no education,kwango,Monogamous,protestant,20-24,rural,married,1-2,0.926124,571,2
Yes,yes,poorest,secondary,kwango,Polygamous,non denominational/charismatic/apostolic,30-34,rural,married,3-4,0.926124,571,2
No,yes,poorest,no education,kwango,Polygamous,non denominational/charismatic/apostolic,35-39,rural,married,5+,0.926124,571,2
Yes,yes,middle,secondary,kwango,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,3-4,0.926124,571,2
Yes,yes,poorest,primary,kwango,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,1-2,0.926124,571,2
Yes,yes,middle,primary,kwango,Polygamous,no religion,40-44,rural,married,5+,0.926124,571,2
Yes,yes,poorest,secondary,kwango,Polygamous,protestant,35-39,rural,married,5+,0.926124,571,2
Yes,no,poorer,secondary,kwango,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,0,0.926124,571,2
Yes,yes,middle,secondary,kwango,Monogamous,protestant,35-39,rural,married,5+,0.926124,571,2
Yes,yes,poorer,secondary,kwango,Monogamous,non denominational/charismatic/apostolic,15-19,rural,married,0,0.926124,571,2
Yes,yes,poorest,secondary,kwango,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,5+,0.926124,571,2
Yes,yes,middle,no education,lualaba,Monogamous,protestant,35-39,rural,living with partner,5+,1.338754,572,19
No,yes,poorest,no education,lualaba,Monogamous,protestant,25-29,rural,married,3-4,1.338754,572,19
Yes,no,middle,secondary,lualaba,Monogamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,1-2,1.338754,572,19
Yes,yes,poorer,secondary,lualaba,Monogamous,catholic,35-39,rural,married,3-4,1.338754,572,19
No,yes,poorest,no education,lualaba,Monogamous,protestant,20-24,rural,married,3-4,1.338754,572,19
Yes,no,poorer,primary,lualaba,Monogamous,no religion,25-29,rural,living with partner,3-4,1.338754,572,19
No,yes,poorer,secondary,lualaba,Monogamous,protestant,40-44,rural,married,5+,1.338754,572,19
No,yes,poorest,primary,lualaba,Polygamous,protestant,30-34,rural,married,3-4,1.338754,572,19
No,yes,richer,secondary,lualaba,Monogamous,protestant,25-29,rural,married,3-4,1.338754,572,19
Yes,yes,poorer,no education,lualaba,Monogamous,non denominational/charismatic/apostolic,30-34,rural,living with partner,3-4,1.338754,572,19
No,yes,middle,primary,lualaba,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,1.338754,572,19
No,yes,poorest,no education,lualaba,Monogamous,non denominational/charismatic/apostolic,30-34,rural,married,3-4,1.338754,572,19
No,yes,middle,secondary,lualaba,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,0,1.338754,572,19
No,yes,middle,no education,lualaba,Polygamous,no religion,25-29,rural,married,3-4,1.338754,572,19
No,yes,richer,primary,lualaba,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,1.338754,572,19
Yes,no,middle,no education,lualaba,Monogamous,protestant,20-24,rural,living with partner,1-2,1.338754,572,19
No,yes,middle,no education,lualaba,Monogamous,non denominational/charismatic/apostolic,30-34,rural,married,5+,1.338754,572,19
Yes,yes,middle,primary,lualaba,Monogamous,non denominational/charismatic/apostolic,35-39,rural,living with partner,3-4,1.338754,572,19
Yes,yes,middle,no education,lualaba,Monogamous,non denominational/charismatic/apostolic,40-44,rural,married,5+,1.338754,572,19
Yes,yes,middle,no education,lualaba,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,3-4,1.338754,572,19
No,yes,middle,no education,lualaba,Monogamous,non denominational/charismatic/apostolic,25-29,rural,living with partner,3-4,1.338754,572,19
No,yes,richer,primary,lualaba,Polygamous,non denominational/charismatic/apostolic,30-34,rural,married,5+,1.338754,572,19
No,yes,middle,primary,lualaba,Monogamous,non denominational/charismatic/apostolic,35-39,rural,married,3-4,1.338754,572,19
Yes,no,richer,secondary,kongo central,Monogamous,protestant,45-49,rural,married,3-4,0.479447,573,1
Yes,yes,poorer,secondary,kongo central,Monogamous,protestant,20-24,rural,married,1-2,0.479447,573,1
Yes,no,poorer,primary,kongo central,Polygamous,protestant,20-24,rural,married,1-2,0.479447,573,1
Yes,no,middle,secondary,kongo central,Monogamous,protestant,40-44,rural,married,0,0.479447,573,1
Yes,yes,richer,secondary,kongo central,Monogamous,salvation army,45-49,rural,living with partner,5+,0.479447,573,1
No,yes,middle,secondary,kongo central,Monogamous,catholic,25-29,rural,living with partner,3-4,0.479447,573,1
Yes,no,poorer,secondary,kongo central,Monogamous,protestant,40-44,rural,married,5+,0.479447,573,1
Yes,yes,middle,secondary,kongo central,Monogamous,catholic,35-39,rural,living with partner,5+,0.479447,573,1
Yes,yes,middle,secondary,kongo central,Monogamous,protestant,25-29,rural,married,3-4,0.479447,573,1
Yes,no,middle,secondary,kongo central,Monogamous,protestant,40-44,rural,married,3-4,0.479447,573,1
No,yes,middle,secondary,kongo central,Monogamous,protestant,20-24,rural,living with partner,3-4,0.479447,573,1
Yes,yes,poorer,secondary,kongo central,Monogamous,kimbanguiste,20-24,rural,married,1-2,0.479447,573,1
No,yes,middle,secondary,kongo central,Monogamous,protestant,30-34,rural,living with partner,3-4,0.479447,573,1
Yes,no,middle,secondary,kongo central,Monogamous,catholic,35-39,rural,married,5+,0.479447,573,1
Yes,yes,poorest,no education,ituri,Polygamous,catholic,30-34,rural,living with partner,5+,1.081497,574,13
Yes,yes,poorest,primary,ituri,Monogamous,catholic,35-39,rural,living with partner,3-4,1.081497,574,13
Yes,no,poorest,primary,ituri,Monogamous,catholic,30-34,rural,living with partner,3-4,1.081497,574,13
Yes,no,poorest,no education,ituri,Monogamous,catholic,35-39,rural,married,5+,1.081497,574,13
Yes,no,poorest,no education,ituri,Monogamous,catholic,35-39,rural,married,5+,1.081497,574,13
Yes,no,richer,primary,ituri,Monogamous,catholic,20-24,rural,living with partner,1-2,1.081497,574,13
No,no,poorer,no education,ituri,Polygamous,catholic,25-29,rural,married,3-4,1.081497,574,13
No,no,poorest,no education,ituri,Monogamous,catholic,35-39,rural,living with partner,5+,1.081497,574,13
Yes,no,poorer,primary,ituri,Monogamous,catholic,25-29,rural,living with partner,3-4,1.081497,574,13
Yes,yes,poorest,primary,ituri,Monogamous,catholic,40-44,rural,married,3-4,1.081497,574,13
Yes,yes,poorer,no education,ituri,Polygamous,catholic,25-29,rural,married,5+,1.081497,574,13
No,yes,poorest,no education,ituri,Polygamous,catholic,35-39,rural,married,3-4,1.081497,574,13
Yes,yes,poorest,primary,ituri,Monogamous,catholic,30-34,rural,married,3-4,1.081497,574,13
